"","V1","V1.1","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","NA.","sent_mean","sent_sd","sent_sum","covid","action","drama","horror","crime","thriller","comedy","documentary","war","adventure","biography","family","romance","fantasy","animation","mystery","musical","music","sci-fi","sport","history","western","j"
"197",197,197,"Charlie Says",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",1,"MANOHLA DARGIS","‘Charlie Says’ Review: Complicating Those Manson Family Values","The director Mary Harron teams up with the writer Guinevere Turner for this smart, disturbing drama about three of Charles Manson’s female followers.",2019-05-09,2019-05-17,"2019-06-09 16:44:02","article","https://www.nytimes.com/2019/05/09/movies/charlie-says-review.html","Read the New York Times Review of Charlie Says","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/08/arts/00charliesays-2/00charliesays-2-mediumThreeByTwo210-v2.jpg",140,210,NA,0.0166666666666667,0.183958092265997,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"198",198,198,"Charlie's Angels","tt5033998",4.8,59284,"movie","Charlie's Angels",0,2019,"\N",118,"Action,Adventure,Comedy","PG-13",0,"Manohla Dargis","‘Charlie’s Angels’ Review: Um, You Go, Girls?","In this franchise reboot, the writer-director Elizabeth Banks tries to sell stale goods with a sheen of empowerment.",2019-11-13,2019-11-15,"2019-12-13 17:44:01","article","https://www.nytimes.com/2019/11/13/movies/charlies-angels-review.html","Read the New York Times Review of Charlie's Angels","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/15/arts/00charlies/merlin_164172540_7d77a0a4-1aab-4f00-9201-f05b9af25688-mediumThreeByTwo210.jpg",140,210,NA,0.0710526315789474,0.295952224688793,1.35,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"199",199,199,"Chemical Hearts","tt5843876",6.2,8861,"movie","Chemical Hearts",0,2020,"\N",93,"Drama,Romance","R",0,"Natalia Winkelman","‘Chemical Hearts’ Review: Trauma Catalyzes a Teen Romance","An angsty high schooler tries to solve the puzzle of his crush’s grief in this romantic drama that locks viewers in its protagonist’s myopic point of view.",2020-08-21,2020-08-21,"2020-08-21 04:06:02","article","https://www.nytimes.com/2020/08/21/movies/chemical-hearts-review.html","Read the New York Times Review of Chemical Hearts","mediumThreeByTwo210","https://static01.nyt.com/images/2020/08/22/arts/20chemicalhearts-art/merlin_175714938_0a51d868-e0c6-4c4d-8023-c0fa805a7d9f-mediumThreeByTwo210.jpg",140,210,NA,0.0103448275862069,0.232371051163262,0.3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"200",200,200,"Cherry","tt9130508",6.6,17885,"movie","Cherry",0,2021,"\N",142,"Crime,Drama","R",0,"Glenn Kenny","‘Cherry’ Review: A Very Different Tangled Web for Tom Holland","Joe and Anthony Russo, the M.C.U. filmmaking brothers, stretch out into the real world of war, crime and addiction in a gritty drama based on a best-selling novel.",2021-02-25,2021-03-12,"2021-02-25 17:01:03","article","https://www.nytimes.com/2021/02/25/movies/cherry-review-a-very-different-tangled-web-for-tom-holland.html","Read the New York Times Review of Cherry","mediumThreeByTwo210","https://static01.nyt.com/images/2021/02/25/arts/25cherry-art/merlin_183993276_a731a569-76a5-4c7f-9d72-c6b7caad4634-mediumThreeByTwo440.jpg",140,210,NA,-0.0612903225806452,0.267304345088563,-1.9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"201",201,201,"Chez jolie coiffure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"TEO BUGBEE","Review: Two Films From Rosine Mbakam Explore West African Women’s Identity","‘The Two Faces of a Bamileke Woman’ and ‘Chez Jolie Coiffure’ offer Cameroonian women the chance to speak for themselves.",2019-10-15,2019-10-16,"2019-10-23 16:44:02","article","https://www.nytimes.com/2019/10/15/movies/chez-jolie-coiffure-and-the-two-faces-of-a-bamileke-woman-review.html","Read the New York Times Review of Chez jolie coiffure","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/14/arts/mbakam1/mbakam1-mediumThreeByTwo210.jpg",140,210,NA,0.0175,0.0591051694239309,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"202",202,202,"Chhapaak","tt9614460",5.1,24870,"movie","Chhapaak",0,2020,"\N",120,"Biography,Drama","",0,"Teo Bugbee","Chhapaak Review: Life and Activism After an Acid Attack","The movie is based on the life of Laxmi Agarwal, who was burned with acid in New Delhi 2005.",2020-01-10,2020-01-10,"2020-01-24 17:44:02","article","https://www.nytimes.com/2020/01/10/movies/chhapaak-review.html","Read the New York Times Review of Chhapaak","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/10/arts/09chhapaak/09chhapaak-mediumThreeByTwo210.jpg",140,210,NA,-0.0105263157894737,0.253628636750894,-0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"203",203,203,"Chhichhore","tt9052870",8.2,35173,"movie","Chhichhore",0,2019,"\N",143,"Comedy,Drama","",0,"RACHEL SALTZ","‘Chhichhore’ Review: In Mumbai, Good Old-Fashioned Rules Days","Nitesh Tiwari’s follow-up to “Dangal” has a sweetly bland message and not much fizz.",2019-09-08,2019-09-06,"2019-09-30 16:44:01","article","https://www.nytimes.com/2019/09/08/movies/chhichhore-review.html","Read the New York Times Review of Chhichhore","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/08/arts/08CHHICHHORE1/08CHHICHHORE1-mediumThreeByTwo210.jpg",140,210,NA,0,0.182574185835055,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"204",204,204,"Child's Play","tt8663516",5.8,45310,"movie","Child's Play",0,2019,"\N",90,"Drama,Horror,Sci-Fi","R",0,"BEN KENIGSBERG","‘Child’s Play’ Review: A Robot Chucky Goes Rogue in a Soulless Remake","This slasher retread adds a cautionary tale about artificial intelligence, but its plausibility makes the character less scary.",2019-06-20,2019-06-21,"2019-07-19 16:44:02","article","https://www.nytimes.com/2019/06/20/movies/childs-play-review.html","Read the New York Times Review of Child's Play","mediumThreeByTwo210","https://static01.nyt.com/images/2019/06/21/arts/20childsplay/merlin_156496593_e091e3e9-c84f-4950-a755-a891e1f5ed92-mediumThreeByTwo210.jpg",140,210,NA,-0.0222222222222222,0.19570552775732,-0.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"205",205,205,"Chinese Portrait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"","‘Chinese Portrait’ Review: A Snapshot of a Country, Artfully Composed","A visual take on the vast expanse of a land and its people, compiled over 10 years by Wang Xiaoshuai.",2019-12-12,2019-12-13,"2019-12-23 17:44:02","article","https://www.nytimes.com/2019/12/12/movies/chinese-portrait-review.html","Read the New York Times Review of Chinese Portrait","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/13/arts/12chinese-portraitpix/12chinese-portraitpix-mediumThreeByTwo210-v2.jpg",140,210,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"206",206,206,"Christmas on the Square","tt10627548",5.3,2167,"movie","Christmas on the Square",0,2020,"\N",98,"Comedy,Family,Musical","TV-PG",0,"Wesley Morris","‘Dolly Parton’s Christmas on the Square’ Review: Holiday Winks","Netflix’s peppy holiday musical has a campy streak and original songs by the country star, who plays a homeless angel with lessons for the town Scrooge.",2020-11-23,2020-11-22,"2020-11-23 18:50:03","article","https://www.nytimes.com/2020/11/23/movies/dolly-partons-christmas-on-the-square-review.html","Read the New York Times Review of Christmas on the Square","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/24/arts/23dollyparton-review2/merlin_179314785_81cd496e-5417-4ecb-9642-cf8a8a066957-mediumThreeByTwo210.jpg",140,210,NA,0.0925925925925926,0.36047610176407,2.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"207",207,207,"Circumstantial Pleasures","tt12356398",7.1,12,"movie","Circumstantial Pleasures",0,2020,"\N",65,"\N","",1,"Manohla Dargis","‘Circumstantial Pleasures’ Review: The Lyrical Junkman Cometh","A new movie by Lewis Klahr, who makes striking, personal assemblages out of cultural detritus.",2020-05-28,2020-05-29,"2020-05-28 18:10:02","article","https://www.nytimes.com/2020/05/28/movies/circumstantial-pleasures-review.html","Read the New York Times Review of Circumstantial Pleasures","mediumThreeByTwo210","https://static01.nyt.com/images/2020/05/29/arts/00circumstantial/00circumstantial-mediumThreeByTwo210.jpg",140,210,NA,0.0466666666666667,0.294876891180677,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"208",208,208,"Circus of Books","tt8727582",7.1,3735,"movie","Circus of Books",0,2019,"\N",92,"Biography,Documentary","",0,"Teo Bugbee","‘Circus of Books’ Review: A Community Takes Pride in Its Porn Store","A woman’s documentary on the gay pornography and adult goods shop her parents ran for three decades brims with warm remembrances by those who frequented it.",2020-04-22,2020-04-22,"2020-04-22 11:04:03","article","https://www.nytimes.com/2020/04/22/movies/circus-of-books-review.html","Read the New York Times Review of Circus of Books","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/23/arts/23circusof/merlin_171690303_b3a7c4dd-2f72-4611-a8ce-bc36d3835d53-mediumThreeByTwo210.jpg",140,210,NA,0.0222222222222222,0.180455264717055,0.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"209",209,209,"Cities of Last Things",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"BEN KENIGSBERG","‘Cities of Last Things’ Review: A History of One Man’s Violence","Wi Ding Ho’s delicate and allusive film follows the life of a violent and vengeful cop in three parts — backward.",2019-07-11,2019-07-11,"2019-07-11 18:12:02","article","https://www.nytimes.com/2019/07/11/movies/cities-of-last-things-review.html","Read the New York Times Review of Cities of Last Things","mediumThreeByTwo210","https://static01.nyt.com/images/2019/07/12/arts/11cities/merlin_157765785_6cf6079c-dde7-4e80-9635-5faf07753ec3-mediumThreeByTwo210.jpg",140,210,NA,-0.0666666666666667,0.286501890627851,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"210",210,210,"Citizen K","tt10703826",6.9,859,"movie","Citizen K",0,2019,"\N",126,"Documentary","",0,"Ben Kenigsberg","‘Citizen K’ Review: Trying to Pin Down a Russian Oligarch","A detailed documentary on Mikhail Khodorkovsky proves slightly unsatisfying.",2020-01-14,2019-11-22,"2020-02-12 17:44:01","article","https://www.nytimes.com/2020/01/14/movies/citizen-k-review.html","Read the New York Times Review of Citizen K","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/14/arts/14citizenK/14citizenK-mediumThreeByTwo210.jpg",140,210,NA,-0.0555555555555556,0.390867979985286,-0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"211",211,211,"City Hall","tt12094720",7.4,401,"movie","City Hall",0,2020,"\N",272,"Documentary","",1,"Manohla Dargis","‘City Hall’ Review: Frederick Wiseman, for the People","In his latest movie, the celebrated documentarian explores the ideas and ideals, the faces and spaces of Boston’s City Hall.",2020-10-28,2020-10-28,"2020-10-28 15:56:02","article","https://www.nytimes.com/2020/10/28/movies/city-hall-review.html","Read the New York Times Review of City Hall","mediumThreeByTwo210","https://static01.nyt.com/images/2020/10/30/arts/00city-hall-mayor/merlin_178951251_833a1732-d893-4b58-b133-bd265145c6c0-mediumThreeByTwo210.jpg",140,210,NA,0.0761904761904762,0.24880667576406,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"212",212,212,"Clara","tt4449562",5.5,92,"movie","Clara",0,2019,"\N",87,"Adventure,Animation,Comedy","",0,"BEN KENIGSBERG","‘Clara’ Review: Love Means Never Having to Say You’re Starry","A ruthless empiricist searching for life beyond Earth learns a thing or two about life on the planet.",2019-05-02,2019-05-03,"2019-05-10 16:44:01","article","https://www.nytimes.com/2019/05/02/movies/clara-review.html","Read the New York Times Review of Clara","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/02/arts/02clara/merlin_154029126_4b16f199-ff56-4d1a-a63a-92f2f163e368-mediumThreeByTwo210.jpg",140,210,NA,-0.0416666666666667,0.176776695296637,-0.75,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"213",213,213,"Class Action Park","tt11015214",7,4103,"movie","Class Action Park",0,2020,"\N",90,"Documentary","",0,"Jason Bailey","‘Class Action Park’ Review: Thanks for the Injuries","The HBO Max documentary details the joys and horrors of New Jersey’s Action Park, a no-rules bacchanal of water slides and broken bones.",2020-09-01,2020-08-27,"2020-09-01 20:34:02","article","https://www.nytimes.com/2020/09/01/movies/class-action-park-review.html","Read the New York Times Review of Class Action Park","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/03/arts/classaction1/classaction1-mediumThreeByTwo210.jpg",140,210,NA,-0.028,0.305873067355289,-0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"214",214,214,"Clemency","tt5577494",6.5,3427,"movie","Clemency",0,2019,"\N",112,"Drama","R",0,"Manohla Dargis","‘Clemency’ Review: No Place for Mercy","A tremendous Alfre Woodard plays a warden at a prison whose world is upended by the fate of death-row inmates.",2019-12-25,2019-12-27,"2020-01-17 17:44:02","article","https://www.nytimes.com/2019/12/25/movies/clemency-review.html","Read the New York Times Review of Clemency","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/27/arts/00clemency-1/merlin_166233522_eea98ec8-52b7-4cae-b3d4-0c10b1e54ab9-mediumThreeByTwo210.jpg",140,210,NA,-0.14047619047619,0.280454562995081,-2.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"215",215,215,"Clementine","tt7311036",5.1,363,"movie","Clementine",0,2019,"\N",90,"Drama","",0,"Devika Girish","‘Clementine’ Review: Lovers by the Lake","A trite premise is stretched glacially over 90 minutes in this erotic thriller that runs low on both erotics and thrills.",2020-05-07,2020-05-08,"2020-05-07 13:04:02","article","https://www.nytimes.com/2020/05/07/movies/clementine-review.html","Read the New York Times Review of Clementine","mediumThreeByTwo210","https://static01.nyt.com/images/2020/05/06/arts/clementine1/clementine1-mediumThreeByTwo210.jpg",140,210,NA,0.0642857142857143,0.222003860970286,1.35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"216",216,216,"Clouds","tt6473066",7.5,6632,"movie","Clouds",0,2020,"\N",121,"Drama,Music","PG-13",0,"Amy Nicholson","‘Clouds’ Review: A Farewell Through Song","This tear-jerking biopic looks back at the life of Zach Sobiech, a teenage musician who died of a rare bone cancer in 2013.",2020-10-15,2020-10-16,"2020-10-15 11:04:03","article","https://www.nytimes.com/2020/10/15/movies/clouds-review.html","Read the New York Times Review of Clouds","mediumThreeByTwo210","https://static01.nyt.com/images/2020/10/17/arts/clouds1/clouds1-mediumThreeByTwo210.jpg",140,210,NA,-0.0520833333333333,0.180265002189812,-1.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"217",217,217,"Clover","tt7801350",4.3,246,"movie","Clover",0,2020,"\N",101,"Comedy,Crime,Thriller","",0,"Devika Girish","‘Clover’ Review: A Crime Goes Wrong, and You Can Guess the Rest","Every character in this comic thriller, from a cartoonish mob boss to two bumbling brothers, is familiar, and so are its bullet-ridden scenes.",2020-04-02,2020-04-03,"2020-04-02 11:04:05","article","https://www.nytimes.com/2020/04/02/movies/clover-review.html","Read the New York Times Review of Clover","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/01/arts/clover1/merlin_170994741_16e24588-e984-41e9-8ae9-30f51761f9a0-mediumThreeByTwo210.jpg",140,210,NA,0.00416666666666667,0.236788598922562,0.1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"218",218,218,"Coastal Elites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV-MA",0,"Amy Nicholson","‘Coastal Elites’ Review: Confined Confessions","This collection of monologues written by Paul Rudnick initially for the stage, has been adapted for the screen.",2020-09-10,2020-09-12,"2020-09-11 02:52:03","article","https://www.nytimes.com/2020/09/10/movies/coastal-elites-review.html","Read the New York Times Review of Coastal Elites","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/11/arts/coastal1/coastal1-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"219",219,219,"Coded Bias","tt11394170",6.7,922,"movie","Coded Bias",0,2020,"\N",86,"Documentary","",0,"Devika Girish","‘Coded Bias’ Review: When the Bots Are Racist","This cleareyed documentary explores how machine-learning algorithms can perpetuate society’s existing class-, race- and gender-based inequities.",2020-11-11,2020-11-11,"2020-11-11 18:46:02","article","https://www.nytimes.com/2020/11/11/movies/coded-bias-review.html","Read the New York Times Review of Coded Bias","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/13/arts/coded1/coded1-mediumThreeByTwo210.jpg",140,210,NA,-0.0105263157894737,0.301652369536166,-0.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"220",220,220,"Coffee & Kareem","tt9898858",5.1,12024,"movie","Coffee & Kareem",0,2020,"\N",88,"Action,Comedy,Crime","",0,"Kyle Turner","‘Coffee & Kareem’ Review: Good Cop, Kid Cop?","Or just a bad cop movie?",2020-04-02,2020-04-03,"2020-04-02 11:04:04","article","https://www.nytimes.com/2020/04/02/movies/coffee-and-kareem-review.html","Read the New York Times Review of Coffee & Kareem","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/03/arts/03-coffee/coffee-mediumThreeByTwo210.jpg",140,210,NA,-0.125,0.306186217847897,-0.75,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"221",221,221,"Cold Blood","tt9082020",4.6,4045,"movie","Cold Blood Legacy",0,2019,"\N",91,"Action,Thriller","",0,"JEANNETTE CATSOULIS","‘Cold Blood’ Review: The Hit Man and the Hottie","A drained-looking Jean Reno anchors this stagnant thriller from the French director Frédéric Petitjean.",2019-07-04,2019-07-05,"2019-07-12 16:44:02","article","https://www.nytimes.com/2019/07/04/movies/cold-blood-review.html","Read the New York Times Review of Cold Blood","mediumThreeByTwo210","https://static01.nyt.com/images/2019/07/02/arts/coldblood1/coldblood1-mediumThreeByTwo210.jpg",140,210,NA,-0.0433333333333333,0.197182535689529,-0.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"222",222,222,"Cold Case Hammarskjöld","tt9352780",7.5,2067,"movie","Cold Case Hammarskjöld",0,2019,"\N",128,"Animation,Documentary,History","Not Rated",0,"BEN KENIGSBERG","‘Cold Case Hammarskjold’ Review: An Excavation of International Intrigue","The Danish prankumentarian Mads Brugger is not the person you would choose to sift fact from conjecture.",2019-08-15,2019-08-16,"2019-09-13 16:44:01","article","https://www.nytimes.com/2019/08/15/movies/cold-case-hammarskjold-review.html","Read the New York Times Review of Cold Case Hammarskjöld","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/16/arts/16coldcase2/16coldcase2-mediumThreeByTwo210-v2.jpg",140,210,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"223",223,223,"Collective","tt10706602",8.2,6383,"movie","Colectiv",0,2019,"\N",109,"Documentary","Not Rated",1,"Manohla Dargis","‘Collective’ Review: When Tragedy Consumes a Nation","The shocking Romanian documentary “Collective” revisits a 2015 fire that killed scores of people and brought down the government.",2020-11-19,2020-11-20,"2020-11-19 14:04:02","article","https://www.nytimes.com/2020/11/19/movies/collective-documentary-review.html","Read the New York Times Review of Collective","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/19/arts/19collective1/19collective1-mediumThreeByTwo210.jpg",140,210,NA,-0.118421052631579,0.226206964179432,-2.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
