OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21TXBCH,Texas General Land Office,21TXBCH-GAL024,Bucanneer Blvd.,BEACH Program Site-Ocean,,12040204,,,,,29.2038800000,-94.9339900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL025,11 Mile Rd.,BEACH Program Site-Ocean,,12040204,,,,,29.2086500000,-94.9262800000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL026,Pabst Rd.,BEACH Program Site-Ocean,,12040204,,,,,29.2154500000,-94.9144300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL027,Spanish Grant Blvd.,BEACH Program Site-Ocean,,12040204,,,,,29.2187800000,-94.9098100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL028,Hershey Beach,BEACH Program Site-Ocean,,,,,,,29.2209500000,-94.9048000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL030,8 Mile Rd.,BEACH Program Site-Ocean,,12040204,,,,,29.2347600000,-94.8827200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL032,7 Mile Rd.,BEACH Program Site-Ocean,,12040204,,,,,29.2406600000,-94.8728600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL034,60th St.,BEACH Program Site-Ocean,,12040204,,,,,29.2669600000,-94.8250000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL035,57th St.,BEACH Program Site-Ocean,,12040204,,,,,29.2688800000,-94.8222100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL036,53rd St.,BEACH Program Site-Ocean,,,,,,,29.2712600000,-94.8173500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL037,Fort Crockett Seawall Park West,BEACH Program Site-Ocean,,12040204,,,,,29.2736500000,-94.8140000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL038,Fort Crockett Seawall Park,BEACH Program Site-Ocean,,,,,,,29.2751900000,-94.8103400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL039,Beach Plaza Shopping Center,BEACH Program Site-Ocean,,,,,,,29.2772800000,-94.8068600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL040,39th St.,BEACH Program Site-Ocean,,12040204,,,,,29.2791500000,-94.8042700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL041,35th St.,BEACH Program Site-Ocean,,12040204,,,,,29.2812800000,-94.8005000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL042,31st/32nd Streets,BEACH Program Site-Ocean,,,,,,,29.2837400000,-94.7966400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL044,Pleasure Pier / 27th St.,BEACH Program Site-Ocean,,,,,,,29.2867900000,-94.7919000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL045,East of Pleasure Pier,BEACH Program Site-Ocean,,,,,,,29.2887400000,-94.7896700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL046,18th/19th Streets,BEACH Program Site-Ocean,,,,,,,29.2929500000,-94.7842300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL047,14th/15th Streets,BEACH Program Site-Ocean,,12040204,,,,,29.2964000000,-94.7798200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL048,Stewart Beach #1,BEACH Program Site-Ocean,,12040204,,,,,29.3038400000,-94.7712300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL049,Stewart Beach #2,BEACH Program Site-Ocean,,12040204,,,,,29.3050100000,-94.7695900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL050,Stewart Beach #3,BEACH Program Site-Ocean,,12040204,,,,,29.3062200000,-94.7679000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL053,East Beach/Apffel Park #2,BEACH Program Site-Ocean,,12040204,,,,,29.3273200000,-94.7342000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL055,East Beach/Apffel Park #4,BEACH Program Site-Ocean,,12040204,,,,,29.3305600000,-94.7290500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL058,Retilon Road,BEACH Program Site-Ocean,,12040202,,,,,29.3824200000,-94.7233300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL059,Magnolia Lane,BEACH Program Site-Ocean,,12040202,,,,,29.4091000000,-94.7020000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL061,Helen Blvd.,BEACH Program Site-Ocean,,12040202,,,,,29.4223800000,-94.6847400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL062,O'Neil Rd.,BEACH Program Site-Ocean,,,,,,,29.4365200000,-94.6617800000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL064,Crystal Beach Road,BEACH Program Site-Ocean,,12040202,,,,,29.4507000000,-94.6334700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL065,Gulf Shores Drive,BEACH Program Site-Ocean,,12040202,,,,,29.4533600000,-94.6280200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL066,Alberdie Road,BEACH Program Site-Ocean,,12040202,,,,,29.4558800000,-94.6228500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL067,Barbados Rd,BEACH Program Site-Ocean,,12040202,,,,,29.4584600000,-94.6171900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL068,Gilmore Street Access,BEACH Program Site-Ocean,,12040202,,,,,29.4615600000,-94.6103400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL069,Center Road,BEACH Program Site-Ocean,,12040202,,,,,29.4634100000,-94.6060100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL070,Driftwood,BEACH Program Site-Ocean,,12040202,,,,,29.4672200000,-94.5980500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL074,Deens Street,BEACH Program Site-Ocean,,12040202,,,,,29.5065900000,-94.5009300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL075,Church Street,BEACH Program Site-Ocean,,12040202,,,,,29.5077500000,-94.4972000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL076,Gayle Street,BEACH Program Site-Ocean,,12040202,,,,,29.5092500000,-94.4935700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL077,Beaumont Ave.,BEACH Program Site-Ocean,,12040202,,,,,29.5106600000,-94.4902000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-GAL082,Texas City Dike,BEACH Program Site-Estuary,,12040204,,,,,29.3695000000,-94.8228300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,167,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-HAR001,Sylvan Beach - North,BEACH Program Site-Estuary,Sylvan Beach Park - North,12040204,,,,,29.6550580000,-95.0079690000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,071,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-HAR002,Sylvan Beach - South,BEACH Program Site-Estuary,Sylvan Beach Park - South,12040204,,,,,29.6524360000,-95.0094610000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,071,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF001,McFaddin NWR #1,BEACH Program Site-Ocean,1.0 miles west of station #2.,,,,,,29.6539500000,-94.1138700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF002,McFaddin NWR #2,BEACH Program Site-Ocean,0.5 miles west of station #3.,,,,,,29.6591700000,-94.0984300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF003,McFaddin NWR #3,BEACH Program Site-Ocean,"""0.5 miles west of station #4, near 3rd entrance to McFaddin; near the last public garbage can""",,,,,,29.6621400000,-94.0884200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF004,McFaddin NWR #4,BEACH Program Site-Ocean,0.5 miles west of station #5 near 2nd entrance of McFaddin NWR,,,,,,29.6642800000,-94.0817500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF005,McFaddin NWR #5,BEACH Program Site-Ocean,East end of McFaddin NWR next to the fence blocking vehicular traffic towards Sea Rim State Park,,,,,,29.6661700000,-94.0748300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF006,McFaddin NWR #6,BEACH Program Site-Ocean,Next to Sea Rim Boundary Fence,,,,,,29.6676600000,-94.0697500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF007,Sea Rim State Park (SR)-West,BEACH Program Site-Ocean,Stake at trash can #39 (0.5 mi. W. of access road in primitive (beach) camping area),,,,,,29.6715300000,-94.0544800000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF008,Sea Rim State Park (SR)-Middle,BEACH Program Site-Ocean,Main Park Office (0.7 mi. E. of #4),,,,,,29.6741800000,-94.0430600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-JEF009,Sea Rim State Park (SR)-East,BEACH Program Site-Ocean,East terminus of vehicular beach (1.4 miles east of #4),,,,,,29.6763400000,-94.0322500000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,245,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT001,Palacios Pavilion West,BEACH Program Site-Estuary,,12100401,,,,,28.6980560000,-96.2136110000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT002,Palacios Pavilion East,BEACH Program Site-Estuary,,12100401,,,,,28.6977780000,-96.2116670000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT003,Matagorda Jetty Park #1,BEACH Program Site-Ocean,Main Park entrance,12090402,,,,,28.5972220000,-95.9761110000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT004,Matagorda Jetty Park #2,BEACH Program Site-Ocean,500 m east of entrance,12090402,,,,,28.5991670000,-95.9713890000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT005,Matagorda Jetty Park #3,BEACH Program Site-Ocean,1000 m east of entrance,12090402,,,,,28.6013890000,-95.9658330000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT006,Matagorda Jetty Park #4,BEACH Program Site-Ocean,1500 m east of entrance,12090402,,,,,28.6036110000,-95.9605560000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT007,Sargent Beach West,BEACH Program Site-Ocean,0.5 miles west of FM 457,,,,,,28.7652780000,-95.6233330000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT008,Sargent Beach (FM 457),BEACH Program Site-Ocean,FM 457,,,,,,28.7691670000,-95.6155560000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-MAT009,Sargent CoC Park,BEACH Program Site-Ocean,Entrance,,,,,,28.7863890000,-95.5813890000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,321,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE001,Port Aransas  #1,BEACH Program Site-Ocean,Port Aransas Jettiesapprox. 200 yards south of jetty,12110202,,,,,27.8331700000,-97.0468900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE002,Port Aransas  #2,BEACH Program Site-Ocean,Nueces County campground park office (0.2 miles south of PA#1),12110202,,,,,27.8314400000,-97.0494300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE003,Port Aransas  #3,BEACH Program Site-Ocean,North side of Horace Caldwell Pier (0.5 miles south of PA#1),12110202,,,,,27.8284700000,-97.0524300000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE004,Port Aransas  #4,BEACH Program Site-Ocean,South side of Horace Caldwell Pier (0.7 miles south of PA#1),12110202,,,,,27.8263700000,-97.0547200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE005,Port Aransas  #5,BEACH Program Site-Ocean,Avenue G access road (1.1 miles south of PA#1),12110202,,,,,27.8220700000,-97.0586700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE006,Port Aransas  #6,BEACH Program Site-Ocean,Sandcastle Drive access road (1.7 miles south of PA#1),12110202,,,,,27.8154000000,-97.0650100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE007,Mustang Island SP #1,BEACH Program Site-Ocean,Approx. 200 feet north of the north groin of Fish Pass,12110202,,,,,27.6789200000,-97.1647000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE008,Mustang Island SP #2,BEACH Program Site-Ocean,Approx. 200 feet south of the south groin of Fish Pass,12110202,,,,,27.6742200000,-97.1676900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE009,Mustang Island SP #3,BEACH Program Site-Ocean,Main park showers/restrooms (0.55 miles north of MI#1),12110202,,,,,27.6707900000,-97.1708200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE010,Mustang Island SP #4,BEACH Program Site-Ocean,Slab for portable toilets/rense showers by picnic tables (0.3 mi. north of MI#1),12110202,,,,,27.6664200000,-97.1733100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE012,Mustang Island SP #6,BEACH Program Site-Ocean,Mustang Island SP Far south,12110202,,,,,27.6433400000,-97.1871400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE013,J.P. Luby Park #1,BEACH Program Site-Ocean,JPL #1,12110202,,,,,27.6363500000,-97.1906600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE014,J.P. Luby Park #2,BEACH Program Site-Ocean,JPL #2,12110202,,,,,27.6290900000,-97.1949700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE015,J.P. Luby Park #3,BEACH Program Site-Ocean,JPL #3,12110202,,,,,27.6225200000,-97.1987900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE016,J.P. Luby Park #4,BEACH Program Site-Ocean,JPL #4,12110202,,,,,27.6164900000,-97.2019900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE017,Bob Hall Pier/Seawall #1,BEACH Program Site-Ocean,"""North terminus of seawall (utility pole with red """"218"""" sign)""",12110202,,,,,27.6095900000,-97.2056200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE018,Bob Hall Pier/Seawall #2,BEACH Program Site-Ocean,,12110202,,,,,27.6047000000,-97.2082200000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE019,Bob Hall Pier/Seawall #3,BEACH Program Site-Ocean,South terminus of seawall (0.8 miles south of CC#1),12110202,,,,,27.5987300000,-97.2112600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE020,Bob Hall Pier/Seawall #4,BEACH Program Site-Ocean,,12110203,,,,,27.5948400000,-97.2135400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE021,Bob Hall Pier/Seawall #5,BEACH Program Site-Ocean,Nueces County mile marker 1 (1.5 miles south of CC#1),12110203,,,,,27.5895600000,-97.2160100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE022,Bob Hall Pier/Seawall #6,BEACH Program Site-Ocean,Briscoe Pavillion Walkover (under construction) (1.7 miles south of CC#1),12110203,,,,,27.5857500000,-97.2181100000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE023,Bob Hall Pier/Seawall #7,BEACH Program Site-Ocean,Public restrooms at Bob Hall Pier (2.0 miles south of CC#1),12110203,,,,,27.5827100000,-97.2196600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE024,Bob Hall Pier/Seawall #8,BEACH Program Site-Ocean,South side of pier bollards perp. to beach at end of free parking area (2.2 mi. south of CC#1),12110203,,,,,27.5798800000,-97.2210700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE025,University Beach,BEACH Program Site-Estuary,University Beach,12110202,,,,,27.7153500000,-97.3211600000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE026,Poenisch Park,BEACH Program Site-Estuary,Poenisch Park,12110202,,,,,27.7240600000,-97.3434400000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE028,Ropes Park #2,BEACH Program Site-Estuary,Ropes Park,12110202,,,,,27.7527900000,-97.3758700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE031,Cole Park#2,BEACH Program Site-Estuary,Cole Park,12110202,,,,,27.7676200000,-97.3845000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE032,Cole Park#3,BEACH Program Site-Estuary,Cole Park,12110202,,,,,27.7699100000,-97.3871700000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
21TXBCH,Texas General Land Office,21TXBCH-NUE033,Cole Park#4,BEACH Program Site-Estuary,Cole Park,12110202,,,,,27.7719900000,-97.3882900000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,48,355,,,,,,,,,STORET
